"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"27" 4.44576350363286 3.83151882554416 2.29195747974952 2.93499914846805 3.4904285153901 3.19007990720083 4.12532641413084 6.56526497003536 2.51741482286551 4.89111921732727 3.07580148128493
"28" 4.2071048743477 3.28258691050105 2.84630959435665 2.43366131913023 1.88858365386359 2.146061772215 4.15760675605744 7.02464903045364 2.79589186532394 3.47477322689144 2.65412539957164
"29" 4.57652867180437 3.57083714575482 2.99603120441109 3.3248838731069 2.63188884013665 3.52890108904318 3.46001453442036 5.73009978297357 -0.0176543059184526 3.6146308016394 2.51818963593506
"30" 3.80248287853041 3.12715649024671 2.35822731996474 1.95372948698012 4.13676527810605 1.60919514800964 3.03207225590648 6.06145691892802 3.2063353611707 3.56278119402825 3.55560000654662
"31" 3.79261472753831 2.95628010836919 2.22070597357263 1.89475003754294 3.69635146895264 3.93034882610822 3.41177345303852 6.52941883826223 3.21945545491693 3.67983948926174 3.26190438341644
"32" 2.65796495763038 3.1615168767325 2.7568271489313 4.34213760206212 2.79116510781272 3.11423252607169 4.29946093165166 6.03548143252476 2.55146839758249 2.74492068728792 2.75924217449724
"33" 3.75985327639228 2.8000168023747 2.96340761053442 2.74857405156608 2.34180580614733 1.81548251505054 2.64088264773911 4.254193263164 0.758757842840631 2.91404353676613 3.58792012734368
"34" 3.73936907247241 2.79591397725834 3.43059405898801 3.13751248877988 3.25424296870549 2.21464105646599 2.86214196525828 6.22455842927536 2.46857092606977 2.99967139950882 2.91013270322522
"35" 4.19563369048905 3.40133497855142 2.2398822187666 5.45334369850978 2.79116510781272 3.11132374039516 4.10045718914163 7.04228617193974 3.17223452515919 3.71241691991651 2.86031579168671
"36" 3.77167000642217 3.86868721837441 2.93333056758349 5.55455296904131 3.82209829790016 3.27815489297473 2.7834886946706 6.12468339089421 0.684408879688692 2.84516690430509 3.40847117451861
"37" 3.26790501007376 2.63905296439604 3.05444749037616 4.57968086162296 4.06560209335645 3.45806110950609 3.47639264199308 6.61069604471776 3.3438367485452 4.18715784507264 2.6423920165726
"38" 4.49428417954795 3.74536165424004 3.4235821632582 5.23496100906681 3.56953269648137 3.39267374185567 3.40485235118087 5.68357976733868 2.29141715528832 3.09533112910352 1.2952179688673
"39" 3.81551083876844 3.57636193507976 2.34601889372692 4.83652431794428 3.25424296870549 2.23324105789582 3.22667063509016 5.96357934361845 2.96037677631706 3.28373742809978 3.10760824050534
"40" 3.28121412839097 2.61601125490076 3.15084020558806 4.20998825310346 4.11903717481247 2.34511779734999 3.29357120020823 5.67675380226828 2.95824429760542 3.55842018558286 2.32134313706504
"41" 3.82599378035455 2.37993729326706 2.98205504177689 3.32560560025306 2.7408400239252 1.17529182495157 3.39260413340512 6.11589212548303 1.73225352968233 3.13487872228053 3.54239560140991
"42" 4.46626585495248 3.70101224229367 1.86239703820011 2.06795565751866 3.13113691056019 3.23697395571257 3.88238541383774 6.98007594056176 2.73032164999188 3.30126337550924 3.2515712731018
"43" 4.02872691720269 2.93937709531165 2.32993769719211 2.84806683929752 2.87919845729804 2.72610481538644 3.39631034033933 5.82894561761021 2.80283706257367 3.22529120292049 2.43992653979184
"44" 1.69973598631205 1.94336360413359 2.71085166363095 3.50966917438941 3.29212628660779 2.73923342944114 3.67853383661678 6.75460409948796 1.46237018223191 2.7531687138922 3.0209904181288
"45" 3.83639004842794 2.99339028259619 2.72832757878 3.00442142381634 2.55722731136763 2.52983248684376 2.71949190040446 5.6937321388027 3.25741364070564 4.01038038559672 3.56885125901142
"46" 4.11552421730692 2.75157288870764 3.18882048316939 5.37445484542919 4.29045944114839 2.6754638874495 3.31587932085408 6.07073772800249 2.47208308620865 3.21074307294314 1.2352613326002
"47" 4.345273403534 3.58829078215476 1.85191577383471 2.03934265663994 0 2.26340260844353 3.28469095857004 6.10702288774225 2.1168492423927 3.25858876517513 3.59914097544602
"48" 4.14463187479988 3.47593530178389 2.73677114277356 3.76736047954697 3.9759363311718 2.31643573408714 3.45901168256902 7.05185562295589 3.34319313709198 3.92254701169086 2.83370563316472
"49" 4.06924674032167 3.25973839080934 2.75355693089095 2.72388383238621 3.06805293513362 2.19065402073926 3.31361934856721 6.03548143252476 2.57077925697186 3.40815905658865 2.48487432539838
"50" 3.98830865021569 2.95148043976296 3.56805978228404 4.55602551398006 4.39814601655377 3.22061772319197 4.15977181458951 6.88959130835447 0.11347707676807 4.53657491051131 2.38402044541978
"51" 3.73470486271051 2.43302523781254 3.44123025376917 4.81031221275798 4.14630430115281 3.73290802613831 1.61549920338269 6.02586597382531 2.47374745382141 2.94434006854656 2.43034134568694
"52" 3.97557251922692 3.37217776736471 3.83776247341638 5.92306355140316 4.70953020131233 2.74921996010446 3.57374428454934 5.68357976733868 2.61406308894762 3.05712255097494 3.19412255087992
"53" 4.53635517336886 3.59490675219643 3.15163116675835 4.46955243220359 2.58776403522771 3.72199178910409 4.465342615897 7.43838353004431 2.31411115576209 3.31441352678131 2.72852359174633
"54" 4.29877021845501 3.34263694226409 3.41625043528364 3.53801571575633 2.45958884180371 1.4680990439765 2.67974568249187 3.3178157727231 1.28182021726322 2.38159216928928 2.1154190601045
"55" 3.96199448748312 3.84166185483208 3.10548055829255 4.77316313325765 4.0926765051214 2.34972913404361 2.51066399661044 5.8111409929767 2.47488686775646 3.19972553974749 5.24718067326296
"56" 4.08673751340516 3.03021655341675 2.450280704612 2.51011515205507 3.45315712059287 3.07751552618254 3.09535640992011 6.51174532964473 1.16218346675236 2.42432862722144 4.47986834171755
"57" 3.63551182055158 2.97454755039157 2.66327095825079 4.05162750592256 2.67414864942653 1.96014187060062 3.5966973424554 6.71901315438526 1.43447730243937 3.10572057970075 3.71077730064537
"58" 3.36772720832924 2.31677324325025 2.52081097302497 4.57480038363421 1.45628673293993 2.70972846473976 3.54538395230991 5.36129216570943 1.70381675145496 3.51891101413861 4.09608987344931
"59" 4.6787145366987 3.77071385364181 1.56837840891264 3.97814272403255 3.85014760171006 3.01725436639175 3.80088041387689 6.49375383985169 1.23547065737703 2.23928278463501 4.01420643253675
"60" 4.33558974485595 3.18929401340907 3.54577921869982 -0.146595220197223 2.65324196460721 2.6937697720644 4.8750456578861 6.1527326947041 3.14034245128311 3.64618581578102 3.29138698895269
"61" 5.27413874587651 4.96839031262448 3.465345283597 5.79491975708437 3.35340671782581 2.39942059288904 3.39832188520405 5.43372200355424 2.46066030203441 3.22741743148068 2.43201782958428
"62" 3.66901061565946 3.42803032049876 2.64287417319449 4.99862520122878 3.70622809244855 2.52120205637336 2.93081183499189 5.99146454710798 3.00381377446821 3.0119870171978 3.07411779848319
"63" 3.27321757781248 3.94151281315215 2.51713245234531 4.18595173747601 0.89199803930511 1.90011930520077 2.9047549316627 5.40717177146012 2.72324110532473 3.58109555461973 3.53390404317024
"64" 3.32588749028601 2.64023540291696 3.55601235380509 6.07532631900948 4.86753445045558 3.23901577163324 3.28680460372328 5.99893656194668 3.29322221698587 3.93616995575696 3.01964734553716
"65" 4.74230704208468 3.94417629809627 3.57606179679 4.07473599884272 4.31748811353631 3.0586149846968 3.81507522599317 7.20489251020467 2.59970204289848 3.05208656527934 3.88815359861491
"66" 4.30287290058892 3.79714276211186 2.84425284339988 2.86010637420254 3.3357695763397 3.17890651926467 3.09261064329845 5.76519110278484 2.86950038917949 3.40819758875668 3.84865848665329
"67" 4.32815459233807 3.42750100437563 1.54304480015366 3.29876179321813 3.29212628660779 3.04562207201093 4.04521804729722 6.36818718635049 2.66898529280789 3.34378983201303 2.60488107297471
"68" 4.30223828263822 3.72126835684516 1.94257685067396 2.41971730407048 3.92986292355648 2.67538144322337 6.02063249264196 7.44716835960004 2.82388004615844 3.37528963202983 2.40184703233599
"69" 4.26263527405307 3.23037925724295 2.83172333807975 2.31123732487447 2.67414864942653 1.91452739609267 3.09058708501223 5.88332238848828 2.85499933123906 3.96706403530612 2.75947398954448
"70" 3.95775369506268 2.73855629296586 3.063463272058 3.04936559004326 2.75366071235426 3.52645712063238 3.33788554933693 5.64897423816121 2.29390112220591 3.28091015943469 3.53951695911023
"71" 3.93980230612707 3.22651127824007 1.97742102399601 3.46791094083081 3.26575941076705 2.80584265204679 3.52801180812178 5.68357976733868 3.13341274390666 3.28327397893845 2.50106003707669
"72" 3.03821818958833 2.66287371722692 2.50907340757316 4.15796565770659 2.82137888640921 2.61586300641631 2.7364195555799 6.35957386867238 3.64846511786351 4.14942420150471 3.79296532202384
"73" 4.31291191692067 3.44180648247903 1.77779033434017 5.05400549164853 3.42751468997953 -0.84646801571365 2.82772739501956 2.97552956623647 1.82376652536803 3.52843210058592 4.45451459115698
"74" 3.19471372898174 2.73358052817131 3.73443530347459 2.98137790101507 3.37416870927424 2.63870059788915 3.34658074045762 7.07834157955767 2.6702487901971 3.89102574186114 3.93813085802682
"75" 4.26699061134716 3.28401605416721 3.22628664377066 5.61548535202147 2.99573227355399 2.72594802368478 3.60813926127081 6.13339804299665 3.04991543519892 3.55688738913759 2.98820092718733
"76" 4.376831662273 3.57277535072218 3.05168925189899 3.94710495711925 2.25758772706331 2.37588113694024 3.35464379489175 6.47543271670409 3.05787948622976 5.00532486760305 2.51065341628186
"77" 4.05927766259637 2.99216453410156 3.02706713139517 2.28744369399521 1.43983512804792 2.69209470464356 3.52269160884051 6.04500531403601 3.38547059646537 4.29518033346625 3.35851770963543
"78" 4.32087186542385 3.09567025671565 3.05903847383857 4.03650651318162 4.44382703557933 2.26367932042217 2.71943202245654 6.1527326947041 2.6907452134842 4.03746000518531 2.87343208890408
"79" 3.59704462626221 3.14224930740994 2.89634982664211e-12 5.3296579830015 1.24990173621434 1.94198018676165 2.55745703495039 5.84643877505772 2.03739231436592 2.79111867232739 2.79350473634149
"80" 4.061729883761 3.5128171670463 2.83844339945899 3.28478926300619 3.60549784517489 2.26319258918328 3.71623003408064 6.14418563412565 3.34637576185789 3.85095393803693 2.12653321862897
"81" 3.43753154723646 2.6859463611308 2.55288678413762 4.3167021959541 2.33214389523559 4.1248918739341 3.73154989161672 7.54644627374602 3.01370967283189 3.58788472390072 3.20801251454541
"82" 4.25328390125722 3.44192943694294 2.93350694502149 4.23805564528328 3.51749783735832 3.10921846518154 3.88128754672405 7.19593722647557 2.5981496300907 3.02654949358971 2.39534239728083
"83" 4.14844425521616 3.43040077728043 2.49800048453899 3.92621776601841 2.42480272571829 1.41983002329372 2.80169000414689 6.08904487544685 3.32713400448132 4.16312391133319 3.18309041409244
"84" 2.70172199245087 2.29986881601309 2.76419071037555 4.69347434809704 3.49953328238302 2.69176016560329 3.09799411119677 6.22455842927536 2.70021002711294 3.82584594639134 2.61599288469521
"85" 4.54242668486499 3.19873340495461 2.48125654298791 4.35712620684954 4.14630430115281 4.12708415056583 4.57915255454021 6.8627579130514 0.453992086684975 3.27938441035215 2.8101428329852
"86" 3.58138925647494 3.05205126968576 2.98878256995435 4.48749052484715 3.71357206670431 1.75601388090848 3.45179470093432 5.26269018890489 1.60756910733975 3.32680837080371 3.62760431200772
"87" 3.93029587195742 3.05765448263536 2.66905924697524 4.23545533965454 2.65324196460721 1.2403477106964 2.1327712635116 3.17387845893747 1.56101172021536 3.3356685135392 3.57263421966237
"88" 3.6843766147091 2.75745890504735 1.80640861241 5.21238503807432 2.09556092355972 1.6333308720856 3.47340909638282 6.36818718635049 2.68829216743148 3.15314968130293 1.27503220996611
"89" 3.43663682433935 3.1906368985683 3.05892231790973 3.64167066647767 3.13983261752775 2.58559657383398 3.83199171631551 6.58340922215876 3.26630596967274 4.05985813694619 3.25467430886629
"90" 3.52059822292575 3.22516817831251 2.73402663255934 4.06643853104801 2.64617479738412 1.17545382219218 2.6943970959748 2.58776403522771 1.02813186581255 3.64675984974763 3.61469240432817
"91" 4.21290964320743 3.34215552015072 2.90985371708761 3.72639365309284 4.00186370942794 1.79025274476269 2.68233902001674 5.97126183979046 0.511595572173666 2.64080570976237 3.50847514854352
"92" 3.7581036833844 3.27728018606459 4.28330923015288 3.63631937186736 1.34807314829969 1.22285775151443 3.29572728145982 5.88332238848828 2.12390947403142 2.81368234832189 3.63638573731529
"93" 4.13099880577471 3.44936570567507 2.51831479478244 3.92166510617362 3.13983261752775 4.64140370749811 3.11981265317673 7.3125534981026 1.4176534105866 3.1497867546029 3.99250057329792
"94" 4.40903340548029 3.24228912593324 3.06479188387934 4.33766459903967 4.11903717481247 2.92245587076902 3.36334125586763 5.61312810638807 0.859327487827292 2.67175883670967 3.77088173788691
"95" 4.15590190112349 3.04484769779535 1.97067525531393 4.19430610503414 2.56494935746154 2.90937176878116 2.40393201000472 6.18826412308259 3.02766322426722 3.72665910687815 2.2197554577113
"96" 4.28484629987448 2.98388272919846 2.7521835927022 2.59668761318665 2.58021682959233 3.20949039605924 2.94999254852979 6.35088571671474 3.56863928417262 4.26297371465922 3.44503596555814
"97" 4.66522631624984 3.36515148011222 3.47715732258908 4.41805688117301 3.04927304048202 2.93934407446212 3.24273347933299 6.47543271670409 -0.0357713747908841 3.47880176159942 2.57151126129623
"98" 3.87818087818841 3.20297623017721 1.45087368536102 3.70031918944155 3.44361809754611 2.49660029984433 3.54813076935342 5.73009978297357 2.20375740882676 3.19276290597873 4.73274845301955
"99" 3.34635942656046 2.98945262706036 2.96762269876681 4.81042768344758 3.69635146895264 3.06999681384549 3.73182527049434 7.15070145759253 1.66383668055017 3.33696931147444 3.68034556606333
"100" 4.09738944178809 3.22024639883249 2.99094432522153 3.0445175185008 3.09557760852371 3.75552324866905 4.2586818564255 7.45645455517621 1.41203742521594 3.00673717009637 2.02997547203457
